random read-writes
50, 104
100, 188
150, 280
200, 400
250, 476
300, 564
350, 648
400, 752
450, 852
500, 944
550, 1040
600, 1136
650, 1216
700, 1296
750, 1392
800, 1472
850, 1564
900, 1656
950, 1756
1000, 1860
1050, 1964
1100, 2068
1150, 2176
1200, 2284
1250, 2400
1300, 2528
1350, 2612
1400, 2744
1450, 2864
1500, 2968
1550, 3068
1600, 3108
1650, 3177
1700, 3242
1750, 3297
1800, 3361
1850, 3437
1900, 3520
1950, 3608
2000, 3656
